physics_weight,train_empirical,train_physics,test_empirical,test_physics,test_mae
0.0,3.7951533794403076,20.389312744140625,3.9559926986694336,15.530604362487793,3.163926124572754
0.01,3.837306499481201,20.03742218017578,4.017640113830566,15.200404167175293,3.2575252056121826
0.02,3.6411449909210205,19.93878936767578,3.914246082305908,15.06200122833252,3.1215124130249023
0.03,3.800694704055786,19.97240447998047,3.960820436477661,15.230753898620605,3.1921887397766113
0.04,3.762155771255493,20.046096801757812,3.9270429611206055,15.270031929016113,3.1294522285461426
0.05,3.8253936767578125,19.96809196472168,3.969701051712036,15.198429107666016,3.212623357772827
0.06,3.792001962661743,19.830432891845703,3.9767160415649414,15.004652976989746,3.1977484226226807
0.07,3.8017418384552,19.695701599121094,3.959789752960205,14.897189140319824,3.1917548179626465
0.08,3.773125648498535,19.911630630493164,3.990166425704956,15.084026336669922,3.1890718936920166
0.09,3.8004088401794434,19.964250564575195,4.056547164916992,15.201468467712402,3.246572494506836
0.1,3.8202123641967773,19.873920440673828,4.026206016540527,15.16712474822998,3.238218307495117
0.11,3.807608127593994,19.833473205566406,3.9710800647735596,15.06662654876709,3.188641309738159
0.12,3.818227767944336,19.830678939819336,3.818678140640259,14.98476791381836,3.0741398334503174
0.13,3.8120455741882324,19.431270599365234,4.180181503295898,14.738434791564941,3.330254554748535
0.14,3.8984475135803223,19.413110733032227,4.110530853271484,14.792510986328125,3.314256429672241
0.15,3.821000814437866,19.225675582885742,4.1867995262146,14.393136024475098,3.306380271911621
0.16,3.865046739578247,19.19259262084961,4.098533630371094,14.519804000854492,3.27134108543396
0.17,3.7593345642089844,19.428340911865234,3.9690568447113037,14.577709197998047,3.1507835388183594
0.18,3.878479480743408,19.527856826782227,4.101192474365234,14.844305038452148,3.311197519302368
0.19,3.7721900939941406,19.489078521728516,3.9418752193450928,14.6786527633667,3.1509807109832764
0.2,3.851604461669922,19.571866989135742,4.066213130950928,14.879690170288086,3.2812440395355225
0.21,3.780580759048462,19.569774627685547,3.964160680770874,14.817627906799316,3.187178134918213
0.22,3.8269989490509033,19.193328857421875,4.3418965339660645,14.495305061340332,3.426224946975708
0.23,3.765165328979492,19.51463508605957,3.9310407638549805,14.706086158752441,3.1390531063079834
0.24,3.811245918273926,19.401107788085938,4.0709052085876465,14.613340377807617,3.2503139972686768
0.25,3.786841869354248,19.77879524230957,3.914607048034668,14.972456932067871,3.1295647621154785
