physics_weight,train_empirical,train_physics,test_empirical,test_physics,test_mae
1e-08,47.811607360839844,17.475540161132812,30.449481964111328,13.887709617614746,23.722436904907227
1.2589254117941661e-08,48.61675262451172,14.993673324584961,35.05980682373047,21.221458435058594,30.818784713745117
1.5848931924611143e-08,47.53023910522461,14.973932266235352,44.71135711669922,24.963802337646484,34.98643112182617
1.9952623149688786e-08,70.4915771484375,40.4720458984375,38.40859603881836,35.02869415283203,32.43844223022461
2.511886431509582e-08,65.1695556640625,37.81739044189453,24.431737899780273,30.675460815429688,19.839780807495117
3.162277660168379e-08,48.328739166259766,17.279159545898438,27.537527084350586,21.255996704101562,19.92548179626465
3.981071705534969e-08,46.3996696472168,17.48670768737793,32.45682144165039,9.283117294311523,27.299591064453125
5.011872336272725e-08,60.239192962646484,33.13557434082031,39.8320426940918,27.879533767700195,30.87930679321289
6.30957344480193e-08,48.29956817626953,14.424962997436523,41.757808685302734,25.60256576538086,28.78713035583496
7.943282347242822e-08,61.33229064941406,28.602170944213867,37.4301643371582,24.216081619262695,28.331998825073242
1e-07,59.23978042602539,38.786827087402344,43.27260971069336,33.712425231933594,32.7192268371582
1.2589254117941662e-07,51.52428436279297,25.2153263092041,48.03600311279297,34.151832580566406,38.32923889160156
1.584893192461114e-07,47.804073333740234,13.150617599487305,30.03010368347168,10.87442684173584,25.91511344909668
1.9952623149688787e-07,53.87018966674805,25.14391326904297,29.34505844116211,22.927488327026367,21.140151977539062
2.5118864315095823e-07,56.18040084838867,31.762542724609375,27.857994079589844,19.194883346557617,23.78285026550293
3.162277660168379e-07,48.409664154052734,27.276290893554688,46.84434127807617,31.72966957092285,33.89204788208008
3.981071705534969e-07,49.048431396484375,19.44633674621582,29.195653915405273,13.125964164733887,24.29964256286621
5.011872336272725e-07,55.69512939453125,25.901241302490234,37.94907760620117,35.420501708984375,29.782312393188477
6.30957344480193e-07,48.204097747802734,23.532180786132812,43.52129364013672,21.869956970214844,35.54360580444336
7.943282347242822e-07,48.04618835449219,19.6916561126709,45.630859375,25.68405532836914,38.052059173583984
1e-06,49.64756393432617,21.372987747192383,29.105859756469727,24.77852439880371,23.701492309570312
1.2589254117941661e-06,53.8350715637207,31.862546920776367,28.8885498046875,19.27680015563965,23.003833770751953
1.584893192461114e-06,49.57119369506836,21.661911010742188,30.913131713867188,20.637779235839844,23.462039947509766
1.995262314968883e-06,54.16766357421875,22.199892044067383,42.52869415283203,21.700260162353516,34.69437789916992
2.5118864315095823e-06,53.746246337890625,26.057538986206055,38.107818603515625,19.2520694732666,32.72191619873047
3.162277660168379e-06,71.37078094482422,51.03430938720703,41.66598129272461,30.355716705322266,33.7191047668457
3.981071705534969e-06,56.714115142822266,26.828062057495117,36.32075881958008,22.672142028808594,25.758594512939453
5.011872336272725e-06,47.84190368652344,14.702788352966309,34.98817825317383,12.212413787841797,29.818145751953125
6.309573444801943e-06,57.50706100463867,21.560606002807617,28.95265769958496,12.706809997558594,23.45130729675293
7.943282347242822e-06,49.20281982421875,18.426973342895508,28.977155685424805,13.651086807250977,23.780750274658203
1e-05,62.48049545288086,35.851837158203125,30.868009567260742,19.895071029663086,25.1685733795166
1.2589254117941661e-05,50.6473274230957,19.354883193969727,31.734010696411133,22.534902572631836,22.576454162597656
1.584893192461114e-05,58.13370895385742,30.269742965698242,46.86066818237305,26.38047218322754,36.48016357421875
1.995262314968883e-05,52.71858215332031,18.92441177368164,25.91737174987793,14.566716194152832,19.651578903198242
2.5118864315095822e-05,49.64112091064453,26.956737518310547,36.36537170410156,20.121543884277344,28.013580322265625
3.1622776601683795e-05,46.375030517578125,15.038239479064941,33.84416961669922,14.418089866638184,29.1519775390625
3.9810717055349695e-05,51.86067581176758,16.69645118713379,39.01892852783203,16.442567825317383,31.846954345703125
5.011872336272725e-05,49.2232551574707,22.34341049194336,43.80783462524414,25.635042190551758,37.87745666503906
6.309573444801943e-05,49.98512268066406,18.95440101623535,29.76500701904297,21.285680770874023,24.376068115234375
7.943282347242822e-05,51.714786529541016,21.442684173583984,39.99578857421875,22.7969970703125,29.64484214782715
0.0001,70.8973388671875,42.13196563720703,41.650489807128906,48.81273651123047,33.21891403198242
