physics_weight,train_empirical,train_physics,test_empirical,test_physics,test_mae
0.0,38.73624801635742,20.62622833251953,32.21023178100586,21.92110824584961,23.73334312438965
0.01,49.076698303222656,3.531055450439453,25.445152282714844,5.089014530181885,19.793603897094727
0.02,47.25027084350586,5.278711795806885,27.100933074951172,3.578167200088501,22.126239776611328
0.03,48.07109832763672,4.652887344360352,28.795513153076172,2.820612668991089,23.711191177368164
0.04,48.95009994506836,6.752599239349365,25.911718368530273,7.195071697235107,19.837120056152344
0.05,48.45957946777344,4.267321586608887,26.66452980041504,5.038852691650391,20.816688537597656
0.06,48.158390045166016,2.951303482055664,30.878093719482422,9.314173698425293,23.635026931762695
0.07,47.86606979370117,5.829347610473633,29.8515682220459,4.708581924438477,24.876789093017578
0.08,47.76637268066406,7.038228511810303,30.459306716918945,5.425931930541992,25.26976776123047
0.09,48.29013442993164,3.8622052669525146,28.983619689941406,3.3055572509765625,23.743127822875977
0.1,48.14273452758789,4.188457489013672,27.173816680908203,3.1479690074920654,21.893972396850586
0.11,48.124961853027344,5.1647138595581055,29.100276947021484,3.506596326828003,24.231416702270508
0.12,49.33702850341797,2.34558367729187,27.41932487487793,3.4638750553131104,21.67080307006836
0.13,49.1169319152832,2.7829089164733887,26.17377281188965,4.1473283767700195,20.38036346435547
0.14,48.384979248046875,4.964338779449463,30.827003479003906,4.919570446014404,26.103607177734375
0.15,48.73740005493164,2.0090034008026123,27.145204544067383,2.5519607067108154,22.221866607666016
0.16,48.94618225097656,2.5717248916625977,26.60203742980957,3.202561378479004,21.141841888427734
0.17,49.27663040161133,2.096865653991699,26.43935203552246,3.4463491439819336,21.030248641967773
0.18,48.72385787963867,2.6799843311309814,28.867456436157227,2.2059414386749268,23.82889175415039
0.19,49.03800964355469,1.8657914400100708,28.837675094604492,5.071712493896484,22.75270652770996
0.2,48.362667083740234,2.7079873085021973,29.555957794189453,6.854804515838623,23.078399658203125
0.21,49.97385025024414,3.7226810455322266,25.862470626831055,4.756390571594238,20.214435577392578
0.22,48.11537551879883,3.4630067348480225,26.74245834350586,2.6361894607543945,21.4644775390625
0.23,47.696041107177734,7.258679389953613,30.500911712646484,5.353032112121582,25.629804611206055
0.24,49.191993713378906,1.3252158164978027,29.17202377319336,4.514584064483643,23.372262954711914
0.25,48.350582122802734,3.698711395263672,27.189577102661133,5.231295585632324,22.219533920288086
0.26,48.827823638916016,2.8540127277374268,26.5344295501709,3.487217426300049,20.878198623657227
0.27,48.77679443359375,2.6066603660583496,26.84800910949707,3.9058780670166016,21.070154190063477
0.28,48.12994384765625,4.071225643157959,28.279754638671875,5.119846343994141,22.224149703979492
0.29,48.53998565673828,3.046032190322876,25.028453826904297,6.274814128875732,19.64015007019043
0.3,49.198272705078125,2.173923969268799,27.542490005493164,3.7236990928649902,21.71643829345703
0.31,47.46070861816406,4.260105609893799,31.475521087646484,10.440077781677246,23.64794158935547
0.32,49.2774772644043,2.2534725666046143,28.369449615478516,5.2784318923950195,22.130369186401367
0.33,47.89377975463867,6.545987606048584,31.06820297241211,5.989938259124756,25.753183364868164
0.34,48.37836456298828,4.402108192443848,29.22427749633789,3.067455530166626,24.23426628112793
0.35000000000000003,48.15096664428711,3.8994643688201904,33.567867279052734,13.902108192443848,24.3905029296875
0.36,48.13425064086914,3.824786901473999,28.98542594909668,5.839315414428711,22.701887130737305
0.37,49.278377532958984,1.7932523488998413,28.132556915283203,3.7662315368652344,22.313735961914062
0.38,50.251747131347656,6.550014972686768,27.872446060180664,10.161954879760742,20.72659683227539
0.39,48.25760269165039,3.610121965408325,28.88299560546875,3.8819708824157715,23.572208404541016
0.4,48.617977142333984,2.1223349571228027,28.806411743164062,5.653132438659668,22.89723777770996
0.41000000000000003,49.40679168701172,2.4110119342803955,31.1535587310791,10.0567045211792,23.428421020507812
0.42,47.68834686279297,5.499173164367676,29.204465866088867,5.470514297485352,24.300155639648438
0.43,48.95684814453125,1.8754582405090332,30.132944107055664,6.720789432525635,23.72663688659668
0.44,48.22088623046875,2.933655261993408,28.922998428344727,3.722602367401123,23.292402267456055
0.45,49.08729553222656,1.9427217245101929,28.97919464111328,5.217503547668457,22.723539352416992
0.46,47.508480072021484,4.668898582458496,32.20197677612305,9.22933578491211,25.257009506225586
0.47000000000000003,48.458091735839844,3.304431438446045,27.40994644165039,3.8367929458618164,22.49539566040039
0.48,48.566566467285156,3.0125060081481934,27.719432830810547,1.8783994913101196,22.462905883789062
0.49,47.77503967285156,6.777348041534424,36.220970153808594,14.192391395568848,28.3444766998291
0.5,49.295372009277344,2.5519769191741943,28.581186294555664,6.012811660766602,22.16151237487793
0.51,49.251094818115234,1.2704256772994995,28.77376365661621,4.062001705169678,23.003690719604492
0.52,49.141658782958984,2.0769753456115723,29.658117294311523,6.017880439758301,23.420827865600586
0.53,49.488121032714844,3.3245599269866943,26.533916473388672,4.3829779624938965,20.83865737915039
0.54,49.33600997924805,5.888968467712402,25.486528396606445,8.400544166564941,19.54813003540039
0.55,47.725982666015625,6.846256256103516,34.73405075073242,12.75364875793457,27.147302627563477
0.56,48.31689453125,4.482253074645996,31.783601760864258,7.580503463745117,25.80506706237793
0.5700000000000001,48.79487228393555,3.1170976161956787,28.668842315673828,7.052957057952881,22.084327697753906
0.58,47.45383071899414,4.817512035369873,29.850191116333008,6.232968330383301,24.168201446533203
0.59,48.57284164428711,2.827298402786255,28.945444107055664,3.0092084407806396,23.65578269958496
0.6,48.634761810302734,3.146232843399048,31.03192138671875,10.143752098083496,23.344709396362305
0.61,48.4868049621582,4.4998297691345215,28.92841339111328,15.414655685424805,24.2796630859375
0.62,49.233253479003906,1.8357150554656982,33.14549255371094,12.517558097839355,24.653079986572266
0.63,48.1475715637207,5.455486297607422,30.466297149658203,4.78902530670166,25.219629287719727
0.64,50.03732681274414,3.944552183151245,28.841394424438477,7.987453460693359,21.87581443786621
0.65,49.2209587097168,5.883899211883545,30.43122100830078,13.08768367767334,21.929128646850586
0.66,48.694705963134766,2.8852200508117676,28.98493003845215,3.373699188232422,23.518817901611328
